  ISU IEM BUFKIT STATION LISTING 20230730 - MODIFIED BY KYLE J GILLETT
------------------------------------------------------------------------
Entries may be added, deleted, or edited, BUT FORMAT MUST BE MAINTAINED.
------------------------------------------------------------------------
NUM numbers must be sequential.      Coordinates are in decimal degrees.
------------------------------------------------------------------------

NUM,LAT,LON,ID,NAME,LOC,EL(m),NOTE
000607,   38.50,  -101.50,  C07 , NEAR BRANDON                     , KS,       1036,0 GCIP 5-94
000608,   37.40,  -105.20,  C08 , NEAR WHISKEY CRK                 , CO,       3199,0 GCIP 5-94
000609,   36.00,  -105.30,  C09 , NEAR HOLMAN                      , NM,       2217,0 GCIP 5-94
000610,   34.20,  -101.70,  C10 , NEAR PLAINVIEW                   , TX,       1024,0 GCIP 5-94
000611,   33.60,   -99.30,  C11 , NEAR SEYMOUR                     , TX,       404 ,0 GCIP 5-94
000612,   33.70,   -97.40,  C12 , NEAR MUENSTER                    , TX,       343 ,0 GCIP 5-94
000613,   37.10,   -92.30,  C13 , NEAR MTN GROVE                   , MO,       456 ,0 GCIP 5-94
000614,   41.00,  -107.00,  C14 , NORTHERN ROCKIES                 , ES,       2504,0 GCIP 5-94
000617,   46.25,  -114.15,  HMM , HAMILTON -999 GCIP-94            , MT,       0   ,0 Usr Rqst 8-11
000618,   47.00,  -112.50,  C18 , NORTHERN ROCKIES                 , ES,       1483,0 GCIP 5-94
000619,   49.00,  -114.00,  C19 , NORTHERN ROCKIES                 , ES,       1558,0 GCIP 5-94
000620,   49.50,  -108.00,  C20 , CANADA/GREAT LAK                 , ES,       946 ,0 GCIP 5-94
000621,   49.00,  -104.00,  C21 , CANADA/GREAT LAK                 , ES,       661 ,0 GCIP 5-94
000622,   47.50,   -99.00,  C22 , NEAR NEW ROCKFORD                , ND,       461 ,0 GCIP 5-94
000623,   46.20,   -97.50,  C23 , NEAR LISBON                      , ND,       358 ,0 GCIP 5-94
000624,   46.00,   -95.00,  C24 , NEAR ALEXANDRIA                  , MN,       416 ,0 GCIP 5-94
000625,   40.80,   -84.20,  C25 , NEAR LIMA                        , OH,       238 ,0 GCIP 5-94
000627,   38.00,   -80.00,  C27 , NEAR HOT SPRINGS GCIP-94         , VA,       0   ,0 GCIP 5-94
000628,   34.50,   -82.50,  C28 , NEAR CLEVELAND                   , GA,       244 ,0 GCIP 5-94
000629,   41.73,   -98.01,  KBVN, ALBION                           , NE,       9999,0
000630,   41.58,   -95.34,  KHNR, HARLAN                           , IA,       9999,0
000631,   42.24,   -96.98,  KLCG, WAYNE                            , NE,       9999,0
000632,   37.70,   -98.75,  PTT , PRATT                            , KS,       9999,0
000633,   48.75,   -98.39,  D55 , LANGDON                          , ND,       9999,0
000634,   48.75,   -96.94,  KHCO, HALLOCK                          , MN,       9999,0
000635,   44.46,   -96.25,  IVNH, IVANHOE                          , MN,       9999,0
000636,   43.17,   -95.21,  KSPW, SPENCER                          , IA,       9999,0
000637,   43.22,   -99.40,  K9D1, GREGORY                          , SD,       9999,0
000638,   43.26,   -98.76,  RLAS, LAKE ANDES                       , SD,       9999,0
000639,   40.90,   -97.62,  KJYR, YORK                             , NE,       9999,0
000640,   40.79,   -99.78,  KLXN, LEXINGTON                        , NE,       9999,0
000641,   40.15,   -97.58,  KHJH, HEBRON                           , NE,       9999,0
000642,   39.73,   -99.32,  KPHG, PHILLIPSBURG                     , KS,       9999,0
000643,   36.77,   -90.32,  KPOF, POPLAR BLUFF                     , MO,       9999,0
000644,   37.36,   -87.40,  2I0 , MADISONVILLE                     , KY,       9999,0
000645,   39.05,   -85.61,  KOVO, NORTH VERNON                     , IN,       9999,0
000646,   37.75,   -82.64,  SJS , BIG SANDY REG APT                , KY,       9999,0
000647,   36.61,   -83.74,  K1A6, MIDDLESBORO/BELL CO AP           , KY,       9999,0
000648,   36.86,   -84.86,  KEKQ, WAYNE COUNTY APT                 , KY,       9999,0
000649,   38.06,   -83.98,  KIOB, MT STERLING/MGY CO APT           , KY,       9999,0
000650,   41.12,  -101.77,  KOGA, OGALLALA                         , NE,       9999,0
000651,   41.96,  -100.57,  KTIF, THEDFORD                         , NE,       9999,0
000652,   43.55,  -109.69,  KDUB, DUBOIS                           , WY,       9999,0
000653,   42.71,  -110.94,  KAFO, AFTON                            , WY,       9999,0
000654,   41.82,  -110.56,  KEMM, KEMMERER                         , WY,       9999,0
000655,   44.87,  -108.79,  KPOY, POWELL                           , WY,       9999,0
000656,   44.91,  -108.45,  KU68, COWLEY                           , WY,       9999,0
000657,   43.71,  -106.63,  KYC , KAYCEE                           , WY,       9999,0
000658,   43.52,   -89.77,  KDLL, BARABOO/WI DELLS                 , WI,       9999,0
000659,   43.77,   -88.49,  KFLD, FOND DU LAC                      , WI,       9999,0
000660,   42.89,   -90.24,  KMRJ, MINERAL POINT                    , WI,       9999,0
000661,   43.04,   -88.24,  KUES, WAUKESHA                         , WI,       9999,0
000662,   44.04,   -89.31,  KY50, WAUTOMA                          , WI,       9999,0
000663,   41.35,   -89.15,  KVYS, PERU                             , IL,       9999,0
000664,   41.70,   -86.82,  KMGC, MICHIGAN CITY                    , IN,       9999,0
000665,   41.07,   -87.85,  KIKK, KANKAKEE                         , IL,       9999,0
000667,   41.89,   -89.08,  KRPJ, ROCHELLE/KORITZ FIELD            , IL,       9999,0
000668,   45.42,   -91.77,  KRPD, RICE LAKE                        , WI,       9999,0
000669,   45.10,   -94.51,  KLJF, LITCHFIELD                       , MN,       9999,0
000670,   44.73,   -96.27,  KCNB, CANBY                            , MN,       9999,0
000671,   40.10,  -102.24,  K2V5, WRAY                             , CO,       9999,0
000672,   38.76,  -102.79,  KC1 , KIT CARSON                       , CO,       9999,0
000673,   45.29,   -86.98,  DDOR, DEATHS DOOR                      , WI,       9999,0
000674,   44.36,   -89.84,  KISW, WISCONSIN RAPIDS                 , WI,       9999,0
000675,   39.99,   -74.17,  TMSR, TOMS RIVER                       , NJ,       9999,0
000676,   37.70,   -85.87,  ELZB, ELIZABETHTOWN                    , KY,       9999,0
000678,   37.67,   -98.12,  K9K8, KINGMAN                          , KS,       9999,0
000679,   37.28,   -98.04,  K8K2, HARPER                           , KS,       9999,0
000680,   38.30,   -95.72,  KUKL, BURLINGTON                       , KS,       9999,0
000681,   37.85,   -96.29,  K13K, EUREKA                           , KS,       9999,0
000682,   38.75,   -98.23,  K9K7, ELLSWORTH                        , KS,       9999,0
000683,   39.55,   -73.90,  ATL5, EAST OF LONG BEACH IS ATL        , --,       9999,0
000684,   39.70,   -71.60,  ATL6, SOUTH OF MONTAUK ATL             , --,       9999,0
000691,   37.09,   -95.57,  KCFV, Coffeyville                      , KS,       9999,0 ARM 5-94
000692,   38.35,   -97.69,  KMPH, McPherson                        , KS,       9999,0 ARM 5-94
000693,   37.35,   -99.35,  C32 , R08-ARM/CART                     , KS,       652 ,0 ARM 5-94
000694,   35.30,   -98.90,  C33 , R22-ARM/CART                     , OK,       457 ,0 ARM 5-94
000695,   35.50,   -97.00,  C34 , P20-ARM/CART                     , OK,       305 ,0 ARM 5-94
000696,   34.98,   -94.69,  C35 , WISTER                           , OK,       143 ,0 GCIP 7-97
000697,   36.60,  -101.60,  C36 , GOODWELL                         , OK,       996 ,0 GCIP 7-97
000698,   42.50,   -78.68,  SVL , SPRINGVILLE                      , NY,       9999,0
000699,   43.76,   -75.68,  MTG , MONTAGUE                         , NY,       9999,0
000704,   32.35,   -91.03,  TVR , VICKSBURG/TALLULAH ARPT          , MS,       26  ,0 SPC 8-09
000705,   25.86,   -81.38,  EVR , EVERGLADES CITY -999 SPC-09      , FL,       0   ,0 SPC 8-09
000706,   28.84,   -82.33,  INV , INVERNESS -999 SPC-09            , FL,       0   ,0 SPC 8-09
000707,   32.07,   -82.90,  MCR , MCRAE -999 SPC-09                , GA,       0   ,0 SPC 8-09
000708,   31.71,   -87.78,  GVH , GROVE HILL -999 SPC-09           , AL,       0   ,0 SPC 8-09
000709,   33.45,   -88.82,  STV , STARKVILLE -999 SPC-09           , MS,       0   ,0 SPC 8-09
000710,   34.89,   -91.20,  BKY , BRINKLEY -999 SPC-09             , AR,       0   ,0 SPC 8-09
000711,   35.48,   -86.09,  MCH , MANCHESTER -999 SPC-09           , TN,       0   ,0 SPC 8-09
000712,   35.62,   -87.84,  LIN , LINDEN -999 SPC-09               , TN,       0   ,0 SPC 8-09
000713,   36.95,   -85.26,  CND , CUNDIFF -999 SPC-09              , KY,       0   ,0 SPC 8-09
000714,   33.62,  -103.02,  BDS , BLEDSOE -999 SPC-09              , TX,       0   ,0 SPC 8-09
000715,   35.21,  -100.25,  SRK , SHAMROCK -999 SPC-09             , TX,       0   ,0 SPC 8-09
000716,   39.13,  -100.87,  OKL , OAKLEY -999 SPC-09               , KS,       0   ,0 SPC 8-09
000717,   37.01,   -91.36,  WIN , WINONA -999 SPC-09               , MO,       0   ,0 SPC 8-09
000718,   38.37,   -93.79,  CNN , CLINTON -999 SPC-09              , MO,       0   ,0 SPC 8-09
000719,   39.42,   -92.44,  MBY , MOBERLY                          , MO,       264 ,0 SPC 8-09
000720,   34.61,   -79.06,  LBT , LUMBERTON MUNI AIRPORT           , NC,       38  ,0 TAF 8-09
000721,   41.65,   -70.52,  KFMH, FALMOUTH/OTIS                    , MA,       40  ,0 TAF 8-09
000722,   33.46,   -80.85,  KOGB, ORANGEBURG/MUNI ARPT             , SC,       59  ,0 TAF 8-09
000723,   45.50,   -91.00,  KRCX, LADYSMITH                        , WI,       377 ,0 Usr Rqst 8-09
000724,   45.89,   -93.27,  KJMR, MORA                             , MN,       309 ,0 Usr Rqst 8-09
000725,   45.15,   -92.54,  KRNH, NEW RICHMOND                     , WI,       304 ,0 Usr Rqst 8-09
000726,   45.23,   -96.00,  KAQP, APPLETON                         , MN,       311 ,0 Usr Rqst 8-09
000727,   44.03,   -90.08,  KDAF, NECEDAH                          , WI,       287 ,0 Usr Rqst 8-09
000728,   41.32,  -122.32,  MHS , MOUNT SHASTA                     , CA,       1085,0 Usr Rqst 8-09
000729,   42.55,  -119.66,  RCK , ROCK CREEK                       , OR,       1719,0 Usr Rqst 8-09
000730,   43.33,  -120.84,  FRO , FORT ROCK                        , OR,       1350,0 Usr Rqst 8-09
000731,   41.39,  -123.49,  SMB , SOMES BAR                        , CA,       280 ,0 Usr Rqst 8-09
000732,   41.43,  -121.46,  ROU , ROUND MOUNTAIN                   , CA,       1603,0 Usr Rqst 8-09
000733,   45.36,  -117.25,  K4S3, JOSEPH                           , OR,       1256,0 Usr Rqst 8-09
000734,   44.40,  -118.96,  K5J0, JOHN DAY                         , OR,       1127,0 Usr Rqst 8-09
000735,   36.33,   -77.64,  KIXA, ROANOKE RAPIDS                   , NC,       44  ,0 Usr Rqst 8-09
000736,   34.89,   -79.76,  KRCZ, ROCKINGHAM/RICHMOND              , NC,       109 ,0 Usr Rqst 8-09
000737,   40.47,   -81.42,  KPHD, NEW PHILADELPHIA                 , OH,       273 ,0 Usr Rqst 8-09
000738,   40.82,   -79.53,  KTT , KITTANNING                       , PA,       245 ,0 Usr Rqst 8-09
000739,   40.63,   -79.11,  KIDI, INDIANA                          , PA,       428 ,0 Usr Rqst 8-09
000740,   39.58,   -79.34,  K2G4, OAKLAND                          , MD,       894 ,0 Usr Rqst 8-09
000741,   40.14,   -80.29,  KAFJ, WASHINGTON                       , PA,       361 ,0 Usr Rqst 8-09
000742,   42.46,   -75.06,  EON , ONEONTA -999 Usr Rqst-09         , NY,       0   ,0 Usr Rqst 8-09
000743,   36.68,  -101.50,  KGUY, GUYMON (ASOS)                    , OK,       952 ,0 TAF 8-09
000744,   33.17,   -86.77,  KEET, SHELBY COUNTY ARPT               , AL,       178 ,0 TAF 8-09
000745,   31.27,   -89.26,  KHBG, CHAIN MUNICIPAL AIRPORT          , MS,       46  ,0 TAF 8-09
000746,   28.29,   -81.44,  KISM, KISSIMMEE MUNI AIRPORT           , FL,       25  ,0 TAF 8-09
000747,   28.82,   -81.81,  KLEE, LEESBURG MUNICIPAL ARPT          , FL,       24  ,0 TAF 8-09
000748,   30.36,   -95.41,  KCXO, CONROE AIRPORT (ASOS)            , TX,       45  ,0 TAF 8-09
000749,   30.73,   -95.47,  KUTS, HUNTSVILLE (ASOS)                , TX,       112 ,0 TAF 8-09
000750,   45.02,  -102.02,  D07 , FAITH                            , SD,       787 ,0 SPC 8-09
000751,   29.21,   -99.74,  UVA , UVALDE/GARNER FIELD ARPT         , TX,       287 ,0 SPC 8-09
000752,   35.87,   -98.42,  JWG , WATONGA                          , OK,       472 ,0 SPC 8-09
000753,   40.92,   -88.63,  KPNT, PONTIAC                          , IL,       201 ,0 SPC 8-09
000754,   41.56,   -73.05,  WTBY, WATERBURY                        , CT,       82  ,0 Usr Rqst 8-09
000755,   48.69,  -116.32,  BON , BONNERS FERRY                    , ID,       539 ,0 Usr Rqst 11-09
000756,   48.65,  -118.73,  REP , REPUBLIC                         , WA,       795 ,0 Usr Rqst 11-09
000757,   47.76,  -120.65,  PLA , PLAIN                            , WA,       591 ,0 Usr Rqst 11-09
000758,   48.49,  -120.24,  KWIN, WINTHROP                         , WA,       535 ,0 Usr Rqst 11-09
000759,   47.54,  -116.14,  KLG , KELLOGG                          , ID,       707 ,0 Usr Rqst 11-09
000760,   40.73,  -122.94,  WEV , WEAVERVILLE                      , CA,       681 ,0 Usr Rqst 11-09
000761,   40.94,  -123.63,  WCK , WILLOW CREEK                     , CA,       183 ,0 Usr Rqst 11-09
000762,   40.34,  -123.07,  YOB , YOLLA BOLLA                      , CA,       1453,0 Usr Rqst 11-09
000763,   39.75,  -123.21,  COV , COVELO                           , CA,       421 ,0 Usr Rqst 11-09
000764,   36.54,   -93.20,  KBBG, BRANSON                          , MO,       397 ,0 Usr Rqst 8-09
000765,   63.68,  -170.50,  PASA, SAVOONGA AIRPORT                 , AK,       9999,0
000766,   68.13,  -151.73,  PAKP, ANAKTUVUK PASS                   , AK,       9999,0
000767,   63.77,  -171.73,  PAGM, GAMBELL                          , AK,       9999,0
000768,   60.37,  -166.27,  PAMY, MEKORYUK                         , AK,       9999,0
000769,   56.65,   161.37,  SHIV, SHIVELUCH                        , AK,       9999,0
000770,   54.05,   159.43,  KYMY, KARYMSKY                         , AK,       9999,0
000801,   39.49,  -121.61,  BAB , BEALE AFB                        , CA,       72  ,0 WSR88D 3-93
000802,   33.90,   -88.33,  CBN , COLUMBUS AFB                     , MS,       169 ,0 WSR88D 3-93
000804,   34.64,  -103.63,  CVS , CANNON AFB                       , NM,       1436,0 WSR88D FOUS 3-93
000805,   38.83,   -75.43,  DOV , DOVER AFB                        , DE,       50  ,0 WSR88D FOUS 3-93
000807,   32.54,   -99.25,  DYS , DYESS AFB                        , TX,       480 ,0 WSR88D 3-93
000808,   38.81,   -94.26,  EAX , KANSAS C/PLEASANT HILL           , MO,       333 ,0 WSR88D 3-93
000810,   36.34,   -98.92,  END , VANCE AFB                        , OK,       385 ,0 WSR88D 3-93
000811,   34.36,   -98.98,  FDR , FREDERICK                        , OK,       401 ,0 WSR88D 3-93
000813,   40.72,   -85.93,  GVS , GRISSOM AFB                      , IN,       278 ,0 WSR88D 3-93
000814,   30.72,   -97.38,  HOO , CENTRAL TEXAS                    , TX,       182 ,0 WSR88D 3-93
000815,   40.32,   -98.44,  HSI , GRAND ISLAND/HASTINGS            , NE,       626 ,0 WSR88D 3-93
000816,   31.46,   -85.46,  LOR , FT. RUCKER                       , AL,       151 ,0 WSR88D 3-93
000817,   32.54,   -85.79,  MAX , EAST ALABAMA                     , AL,       157 ,0 WSR88D 3-93
000818,   48.50,  -101.40,  KMIB, MINOT AFB                        , ND,       468 ,0 WSR88D FOUS 3-9
000819,   36.17,   -83.40,  MOR , TRI CITY/MORRISTOWN              , TN,       437 ,0 WSR88D 3-93
000821,   43.47,   -75.46,  RME , GRIFFISS AFB                     , NY,       497 ,0 WSR88D FOUS 3-93
000822,   32.68,   -83.35,  WRB , ROBINS AFB                       , GA,       187 ,0 WSR88D FOUS 3-93
000823,   36.74,   -87.29,  XRW , FT. CAMPBELL                     , KY,       186 ,0 WSR88D 3-93
000831,   31.40,  -114.49,  NGX , N. GULF WRGN-97                  , AZ,       0   ,0
000832,   32.37,  -112.87,  AJO , AJO                              , AZ,       549 ,0 WRGN 8-97
000833,   32.82,  -109.68,  E74 , SAFFORD                          , AZ,       950 ,0 WRGN 8-97
000834,   48.39,  -115.55,  LBY , LIBBY                            , MT,       579 ,0 WRGN 8-97
000835,   48.76,  -104.52,  PWD , PLENTYWOOD                       , MT,       623 ,0 WRGN 8-97
000837,   37.70,  -123.00,  SEF , FARALLON ISLAND                  , CA,       25  ,0 WRGN 8-97
000838,   38.32,  -123.07,  BOD , BODEGA BAY                       , CA,       12  ,0 ETL Profiler
000839,   46.37,  -104.28,  BHK , BAKER                            , MT,       903 ,0 WRGN 8-97
000841,   44.42,  -111.37,  IPX , ISLAND PARK                      , ID,       1917,0 WRGN 8-97
000842,   42.17,  -112.28,  MLD , MALAD CITY                       , ID,       1363,0 WRGN 8-97
000844,   39.50,  -115.95,  P68 , EUREKA                           , NV,       1982,0 WRGN 8-97
000845,   38.30,  -119.16,  BDG , BRIDGEPORT                       , CA,       1200,0 NWS RNO 3-00
000847,   44.65,   -73.49,  KPBG, PLATTSBURGH INTL                 , NY,       71  ,0 ERHQ 8-97
000850,   37.28,  -102.61,  8V7 , SPRNGFLD/CMNCHE GRS              , CO,       1335,0 SOO 8-97
000851,   45.64,   -70.26,  JACK, JACKMAN                          , ME,       354 ,0 Jensenius 3-99
000852,   47.46,   -69.22,  ESTC, ESTCOURT                         , ME,       264 ,0 Jensenius 3-99
000853,   45.56,   -67.43,  VANC, VANCEBORO -999 Jensenius-99      , ME,       0   ,0 Jensenius 3-99
000854,   42.05,   -73.20,  CAN , CANAAN                           , CT,       426 ,0 Usr Rqst 3-00
000900,   62.72,  -143.97,  5SZ , CIRCLE                           , AK,       687 ,0 Rgn 4-01
000901,   67.75,  -144.11,  AWR , ARCTIC NWR                       , AK,       686 ,0 Rgn 4-01
000902,   65.59,  -144.36,  BIR , ARCTIC NWR                       , AK,       274 ,0 Rgn 4-01
000903,   61.95,  -151.00,  BLS , NENANA                           , AK,       44  ,0 Rgn 4-01
000904,   57.27,  -154.56,  BTL , KOKAKLEK                         , AK,       60  ,0 Rgn 4-01
000905,   66.15,  -148.03,  BVR , ARCTIC NWR                       , AK,       104 ,0 Rgn 4-01
000906,   67.03,  -143.29,  GRF , ARCTIC NWR                       , AK,       183 ,0 Rgn 4-01
000907,   65.20,  -161.15,  HAY , KIANA                            , AK,       92  ,0 Rgn 4-01
000908,   59.75,  -151.37,  H02 , WILLOW.                          , AK,       298 ,0 Rgn 4-01
000909,   63.39,  -158.83,  INK , NULATO                           , AK,       245 ,0 Rgn 4-01
000910,   56.97,  -134.00,  KAK , KLUKWAN Rgn-01                   , AK,       0   ,0 Rgn 4-01
000911,   67.95,  -162.31,  KEL , ICY CAPE                         , AK,       69  ,0 Rgn 4-01
000912,   60.59,  -150.32,  KNA , SUTTON                           , AK,       125 ,0 Rgn 4-01
000913,   60.37,  -149.41,  KNL , CHICKALOON                       , AK,       365 ,0 Rgn 4-01
000914,   61.32,  -142.59,  MAC , NORTHWAY                         , AK,       967 ,0 Rgn 4-01
000915,   60.03,  -151.66,  NCK , NANCY                            , AK,       38  ,0 Rgn 4-01
000916,   68.07,  -158.71,  NOA , NTL. PETROL RSRVE                , AK,       310 ,0 Rgn 4-01
000917,   61.58,  -159.54,  PANI, SHAGELUK                         , AK,       20  ,0 Rgn 4-01
000918,   63.03,  -145.49,  PAXK, CHICKEN                          , AK,       861 ,0 Rgn 4-01
000919,   65.41,  -164.66,  QRZ , TAYLOR                           , AK,       76  ,0 Rgn 4-01
000920,   63.44,  -153.36,  TEL , WNW ANDERSON                     , AK,       185 ,0 Rgn 4-01
000921,   59.25,  -135.52,  AHN , HAINES BOAT HARBOR               , AK,       4   ,0 Rgn 4-01
000922,   55.58,  -133.10,  PAKW, PORT ALEXANDER                   , AK,       2   ,0 Rgn 4-01
000923,   63.49,  -150.88,  WON , MANLEY HOT SPRINGS               , AK,       605 ,0 Rgn 4-01
000924,   62.97,  -143.34,  TOK , BIG DELTA                        , AK,       636 ,0 Rgn 4-01
000925,   64.05,  -141.93,  CKN , CHICKEN                          , AK,       523 ,0 Rgn 4-01
000926,   66.85,  -154.34,  NRU , W BETTLES FIELD                  , AK,       317 ,0 Rgn 4-01
000927,   66.08,  -152.17,  KAN , KANUTI NWR                       , AK,       222 ,0 Rgn 4-01
000928,   61.64,  -156.44,  SRV , STONY RIVER                      , AK,       91  ,0 Rgn 4-01
000929,   69.50,  -156.50,  BDP , S BARROW                         , AK,       96  ,0 Rgn 4-01
000930,   69.00,  -149.00,  PLN , SAGWON                           , AK,       493 ,0 Rgn 4-01
000931,   67.75,  -149.00,  PLS , ARCTIC NWR                       , AK,       1130,0 Rgn 4-01
000932,   65.34,  -155.95,  COT , HUGHES                           , AK,       229 ,0 Rgn 4-01
000933,   64.10,  -155.56,  POR , HUGHES                           , AK,       237 ,0 Rgn 4-01
000934,   64.31,  -151.08,  WNL , MINTO                            , AK,       241 ,0 Rgn 4-01
000935,   60.32,  -160.20,  KIL , ANIAK                            , AK,       467 ,0 Rgn 4-01
000936,   62.10,  -163.80,  MTV , S MICHAEL                        , AK,       1   ,0 Rgn 4-01
